1.0	0.0	0.0	0.0	0.0	1.048	-0.1646
1.0	0.0	0.0	0.0	0.0	1.0505	-0.1203
1.0	3.22	0.024	0.0	0.0	1.0341	-0.1698
1.0	5.0	1.84	0.0	0.0	1.0116	-0.1838
1.0	0.0	0.0	0.0	0.0	1.0165	-0.1637
1.0	0.0	0.0	0.0	0.0	1.0172	-0.1515
1.0	2.338	0.84	0.0	0.0	1.0067	-0.1892
1.0	5.22	1.76	0.0	0.0	1.0057	-0.1979
1.0	0.0	0.0	0.0	0.0	1.0322	-0.1946
1.0	0.0	0.0	0.0	0.0	1.0235	-0.1101
1.0	0.0	0.0	0.0	0.0	1.0201	-0.1243
1.0	0.085	0.88	0.0	0.0	1.0072	-0.1246
1.0	0.0	0.0	0.0	0.0	1.0207	-0.1225
1.0	0.0	0.0	0.0	0.0	1.0181	-0.1511
1.0	3.2	1.53	0.0	0.0	1.0194	-0.1581
1.0	3.29	0.323	0.0	0.0	1.0346	-0.1337
1.0	0.0	0.0	0.0	0.0	1.0365	-0.151
1.0	1.58	0.3	0.0	0.0	1.0343	-0.1656
1.0	0.0	0.0	0.0	0.0	1.0509	-0.0531
1.0	6.28	1.03	0.0	0.0	0.9914	-0.0777
1.0	2.74	1.15	0.0	0.0	1.0337	-0.0918
1.0	0.0	0.0	0.0	0.0	1.0509	-0.0143
1.0	2.475	0.846	0.0	0.0	1.0459	-0.0178
1.0	3.086	-0.922	0.0	0.0	1.0399	-0.1316
1.0	2.24	0.472	0.0	0.0	1.0587	-0.0962
1.0	1.39	0.17	0.0	0.0	1.0536	-0.1182
1.0	2.81	0.755	0.0	0.0	1.0399	-0.1532
1.0	2.06	0.276	0.0	0.0	1.0509	-0.0571
1.0	2.835	0.269	0.0	0.0	1.0505	-0.0089
2.0	0.0	0.0	2.5	0.0	1.0475	-0.078
3.0	0.0	0.0	2.0	0.0	0.982	0.0
2.0	0.0	0.0	6.5	0.0	0.9831	0.0284
2.0	0.0	0.0	6.32	0.0	0.9972	0.038
2.0	0.0	0.0	5.08	0.0	1.0123	0.0129
2.0	0.0	0.0	6.5	0.0	1.0493	0.0723
2.0	0.0	0.0	5.6	0.0	1.0635	0.1192
2.0	0.0	0.0	5.4	0.0	1.0278	0.022
2.0	0.0	0.0	8.3	0.0	1.0265	0.1143
2.0	11.04	2.5	10.0	0.0	1.03	-0.1913
