3.0	0.0	0.0	2.324	-0.169	1.06	0.0
2.0	0.217	0.127	0.4	0.424	1.045	-0.087
2.0	0.942	0.19	0.0	0.234	1.01	-0.222
1.0	0.478	-0.039	0.0	0.0	1.019	-0.18
1.0	0.076	0.016	0.0	0.0	1.02	-0.153
2.0	0.112	0.075	0.0	0.122	1.07	-0.248
1.0	0.0	0.0	0.0	0.0	1.062	-0.233
2.0	0.0	0.0	0.0	0.174	1.09	-0.233
1.0	0.295	0.166	0.0	0.0	1.056	-0.261
1.0	0.09	0.058	0.0	0.0	1.051	-0.264
1.0	0.035	0.018	0.0	0.0	1.057	-0.258
1.0	0.061	0.016	0.0	0.0	1.055	-0.263
1.0	0.135	0.058	0.0	0.0	1.05	-0.265
1.0	0.149	0.05	0.0	0.0	1.036	-0.28
